cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABpla:22,ABpla,22,8104,-16896,-1655,-1655,8104,44.9,246,268,50,374089
ABpla:23,ABpla,23,8923,-16077,-1096,-1096,8923,44.2,253,262,48,353848
ABpla:24,ABpla,24,9049,-15951,-3207,-3207,9049,43.8,262,264,49,369760
ABpla:25,ABpla,25,10603,-14397,-1704,-1704,10603,42.7,264,260,49,401024
ABpla:26,ABpla,26,10722,-14278,-1441,-1441,10722,43.4,260,253,50,422640
ABpla:27,ABpla,27,11074,-13926,-296,-296,11074,43.0,256,254,47,181813
ABpla:28,ABpla,28,10986,-14014,330,330,10986,41.0,256,234,35,154275
ABplaa:29,ABplaa,29,8127,-16873,-959,-959,8127,42.1,235,248,33,99213
ABplaa:30,ABplaa,30,8032,-16968,-684,-684,8032,44.0,234,252,36,84904
ABplaa:31,ABplaa,31,7076,-17924,-3424,-3424,7076,42.4,234,254,40,151043
ABplaa:32,ABplaa,32,7906,-17094,-4887,-4887,7906,43.0,233,262,42,207121
ABplaa:33,ABplaa,33,5279,-19721,-5906,-5906,5279,50.0,217,268,45,178833
ABplaa:34,ABplaa,34,4676,-20324,-5791,-5791,4676,51.3,210,266,48,244616
ABplaa:35,ABplaa,35,5256,-19744,-7429,-7429,5256,51.1,198,275,50,296568
ABplaa:36,ABplaa,36,5833,-19167,-5611,-5611,5833,51.0,202,272,47,259371
ABplaa:37,ABplaa,37,7079,-17921,-5654,-5654,7079,50.3,212,282,50,365552
ABplaa:38,ABplaa,38,5363,-19637,-5530,-5530,5363,50.0,220,268,48,363025
ABplaa:39,ABplaa,39,6425,-18575,-5881,-5881,6425,50.2,224,266,50,376574
ABplaa:40,ABplaa,40,6412,-18588,-6206,-6206,6412,50.3,220,254,51,392832
ABplaa:41,ABplaa,41,6439,-18561,-6556,-6556,6439,50.9,214,258,52,476201
ABplaa:42,ABplaa,42,5641,-19359,-4480,-4480,5641,52.0,218,254,50,452211
ABplaa:43,ABplaa,43,5964,-19036,-6054,-6054,5964,51.7,226,250,53,550231
ABplaa:44,ABplaa,44,6030,-18970,-4394,-4394,6030,52.0,220,248,51,550752
ABplaa:45,ABplaa,45,7510,-17490,-3997,-3997,7510,51.1,226,242,49,381046
ABplaa:46,ABplaa,46,7087,-17913,-6231,-6231,7087,50.0,226,248,43,341676
ABplaaa:47,ABplaaa,47,4480,-20520,-2131,-2131,4480,52.2,211,257,26,116494
ABplaaa:48,ABplaaa,48,9432,-15568,-3342,-3342,9432,53.1,212,246,34,178917
ABplaaa:49,ABplaaa,49,9703,-15297,-2029,-2011,9703,53.0,210,258,40,328984
ABplaaa:50,ABplaaa,50,7978,-17022,-5495,-5495,7978,52.5,196,256,43,385014
ABplaaa:51,ABplaaa,51,6473,-18527,-6248,-6248,6473,54.0,190,268,41,403208
ABplaaa:52,ABplaaa,52,7712,-17288,-7922,-7922,7712,53.7,183,263,44,508809
ABplaaa:53,ABplaaa,53,9672,-15328,-4712,-4712,9672,53.8,185,265,46,599670
ABplaaa:54,ABplaaa,54,8137,-16863,-4592,-4592,8137,54.1,193,263,44,578609
ABplaaa:55,ABplaaa,55,8258,-16742,-5199,-5199,8258,53.8,202,263,45,618591
ABplaaa:56,ABplaaa,56,9964,-15036,-5362,-5362,9964,53.5,204,267,47,721795
ABplaaa:57,ABplaaa,57,8932,-16068,-4892,-4892,8932,54.0,196,262,44,678274
ABplaaa:58,ABplaaa,58,8660,-16340,-6907,-6907,8660,53.3,193,255,46,850985
ABplaaa:59,ABplaaa,59,10032,-14968,-5198,-5200,10032,53.1,197,259,47,910374
ABplaaa:60,ABplaaa,60,8545,-16455,-5292,-5292,8545,54.0,194,258,46,957781
ABplaap:47,ABplaap,47,6874,-18126,-1413,-1413,6874,45.2,252,226,26,98217
ABplaap:48,ABplaap,48,5705,-19295,-2210,-2210,5705,48.2,266,210,34,178099
ABplaap:49,ABplaap,49,6636,-18364,-7302,-7302,6636,47.0,266,214,40,284233
ABplaap:50,ABplaap,50,6434,-18566,-6833,-6833,6434,47.5,264,199,43,384168
ABplaap:51,ABplaap,51,6087,-18913,-8402,-8402,6087,49.0,278,194,41,392672
ABplaap:52,ABplaap,52,6870,-18130,-12662,-12662,6870,49.0,277,197,44,526502
ABplaap:53,ABplaap,53,9820,-15180,-9958,-9958,9820,49.0,278,194,42,523338
ABplaap:54,ABplaap,54,6300,-18700,-12775,-12775,6300,49.6,281,198,46,677306
ABplaap:55,ABplaap,55,6977,-18023,-10624,-10624,6977,49.6,281,198,47,723363
ABplaap:56,ABplaap,56,5685,-19315,-10570,-10570,5685,50.1,277,202,47,749899
ABplaap:57,ABplaap,57,5860,-19140,-9266,-9266,5860,51.1,281,196,46,787584
ABplaap:58,ABplaap,58,5888,-19112,-10084,-10084,5888,50.5,270,194,48,917092
ABplaap:59,ABplaap,59,4679,-20321,-11256,-11256,4679,50.2,267,194,47,887892
ABplaap:60,ABplaap,60,6431,-18569,-9176,-9176,6431,49.0,272,196,46,977269
ABplap:29,ABplap,29,8387,-16613,-939,-939,8387,43.5,300,250,33,89363
ABplap:30,ABplap,30,8333,-16667,-1200,-1200,8333,45.0,312,252,36,84861
ABplap:31,ABplap,31,10749,-14251,-4184,-4184,10749,43.1,320,252,38,137277
ABplap:32,ABplap,32,10459,-14541,-4282,-4282,10459,45.1,328,252,42,200672
ABplap:33,ABplap,33,6460,-18540,-4376,-4376,6460,52.7,346,246,43,132456
ABplap:34,ABplap,34,9285,-15715,-6225,-6225,9285,52.3,355,254,48,192358
ABplap:35,ABplap,35,8642,-16358,-3697,-3697,8642,53.0,348,264,46,202741
ABplap:36,ABplap,36,8993,-16007,-5567,-5567,8993,52.0,346,268,47,226442
ABplap:37,ABplap,37,7622,-17378,-5864,-5864,7622,51.0,350,252,48,273140
ABplap:38,ABplap,38,6446,-18554,-7529,-7529,6446,51.0,346,252,48,319486
ABplap:39,ABplap,39,6682,-18318,-7349,-7349,6682,51.0,344,252,48,325132
ABplap:40,ABplap,40,6420,-18580,-8124,-8124,6420,52.0,344,244,53,418334
ABplap:41,ABplap,41,5456,-19544,-6509,-6509,5456,52.3,338,250,52,450535
ABplap:42,ABplap,42,7460,-17540,-8120,-8120,7460,50.7,336,248,52,500202
ABplap:43,ABplap,43,6512,-18488,-8244,-8244,6512,50.4,336,253,53,542017
ABplap:44,ABplap,44,8185,-16815,-7442,-7442,8185,50.4,337,248,55,588116
ABplap:45,ABplap,45,7130,-17870,-2685,-2685,7130,50.2,340,252,47,282109
ABplap:46,ABplap,46,7598,-17402,-3310,-3310,7598,48.0,350,240,39,282550
ABplapa:47,ABplapa,47,5376,-19624,-379,-379,5376,52.5,325,270,32,126576
ABplapa:48,ABplapa,48,6277,-18723,-7026,-7026,6277,52.0,317,265,40,251349
ABplapa:49,ABplapa,49,6838,-18162,-9291,-9291,6838,51.0,312,270,40,309493
ABplapa:50,ABplapa,50,7360,-17640,-8417,-8417,7360,51.4,300,274,43,398702
ABplapa:51,ABplapa,51,6854,-18146,-7550,-7550,6854,52.7,295,279,43,444855
ABplapa:52,ABplapa,52,7142,-17858,-7927,-7927,7142,52.9,300,288,44,495281
ABplapa:53,ABplapa,53,7140,-17860,-7439,-7426,7140,53.6,306,286,44,525773
ABplapa:54,ABplapa,54,8383,-16617,-8786,-8766,8383,51.7,311,281,46,669712
ABplapa:55,ABplapa,55,7695,-17305,-9809,-9810,7695,51.6,313,274,45,636929
ABplapa:56,ABplapa,56,7671,-17329,-11538,-11531,7671,52.1,312,272,47,745923
ABplapa:57,ABplapa,57,8015,-16985,-9480,-9480,8015,52.2,311,269,46,763155
ABplapa:58,ABplapa,58,8756,-16244,-10107,-10109,8756,51.2,313,264,48,931973
ABplapa:59,ABplapa,59,6613,-18387,-9095,-9094,6613,53.1,310,262,47,858863
ABplapa:60,ABplapa,60,8552,-16448,-8409,-8411,8552,52.0,308,262,46,907017
ABplapp:47,ABplapp,47,5551,-19449,-733,-733,5551,49.1,367,217,24,98756
ABplapp:48,ABplapp,48,6329,-18671,-4172,-4172,6329,49.3,368,208,36,193710
ABplapp:49,ABplapp,49,9576,-15424,-8237,-8237,9576,48.0,370,204,40,327950
ABplapp:50,ABplapp,50,10649,-14351,-9730,-9730,10649,50.0,370,194,43,410511
ABplapp:51,ABplapp,51,10548,-14452,-6074,-6074,10548,53.0,376,198,41,389795
ABplapp:52,ABplapp,52,10917,-14083,-3594,-3594,10917,54.4,371,204,44,480161
ABplapp:53,ABplapp,53,7860,-17140,-6538,-6538,7860,53.5,374,201,46,601042
ABplapp:54,ABplapp,54,7803,-17197,-6698,-6698,7803,53.1,377,198,46,637851
ABplapp:55,ABplapp,55,8222,-16778,-7593,-7593,8222,51.7,383,201,45,638143
ABplapp:56,ABplapp,56,7990,-17010,-10684,-10684,7990,51.1,381,192,47,785568
ABplapp:57,ABplapp,57,6887,-18113,-8628,-8628,6887,50.0,380,188,44,758455
ABplapp:58,ABplapp,58,6276,-18724,-11920,-11920,6276,51.4,376,190,48,936261
ABplapp:59,ABplapp,59,6795,-18205,-11092,-11092,6795,51.0,364,189,47,934270
ABplapp:60,ABplapp,60,8219,-16781,-11235,-11235,8219,49.0,368,186,46,1013071
ABplp:17,ABplp,17,18176,-6824,2064,2064,18176,39.4,338,164,39,119172
ABplp:18,ABplp,18,20510,-4490,284,284,20510,41.2,336,173,44,157465
ABplp:19,ABplp,19,17313,-7687,-6872,-6872,17313,43.0,348,170,47,204567
ABplp:20,ABplp,20,14474,-10526,-5914,-5914,14474,46.0,368,162,48,250685
ABplp:21,ABplp,21,16048,-8952,-4837,-4837,16048,45.8,385,149,51,342473
ABplp:22,ABplp,22,15678,-9322,-7307,-7307,15678,46.0,402,150,50,357771
ABplp:23,ABplp,23,17145,-7855,-5987,-5987,17145,44.6,408,157,48,372449
ABplp:24,ABplp,24,14638,-10362,-7562,-7562,14638,43.5,406,146,49,411962
ABplp:25,ABplp,25,9891,-15109,-8069,-8069,9891,43.5,388,128,49,416865
ABplp:26,ABplp,26,9532,-15468,-4708,-4708,9532,42.7,381,116,50,470466
ABplp:27,ABplp,27,12088,-12912,-2212,-2212,12088,41.6,378,115,51,410517
ABplp:28,ABplp,28,13430,-11570,-2290,-2290,13430,37.0,366,124,35,204624
ABplpa:29,ABplpa,29,11415,-13585,-1933,-1933,11415,36.4,340,123,33,122103
ABplpa:30,ABplpa,30,10189,-14811,-3315,-3315,10189,39.0,336,118,36,117617
ABplpa:31,ABplpa,31,9332,-15668,-8074,-8074,9332,39.8,342,108,38,172280
ABplpa:32,ABplpa,32,8457,-16543,-7017,-7017,8457,38.4,342,99,42,263959
ABplpa:33,ABplpa,33,7566,-17434,-8099,-8099,7566,43.2,340,95,45,238261
ABplpa:34,ABplpa,34,6501,-18499,-8271,-8271,6501,45.1,338,96,46,288004
ABplpa:35,ABplpa,35,6939,-18061,-6859,-6859,6939,46.9,336,101,48,320968
ABplpa:36,ABplpa,36,8348,-16652,-10198,-10198,8348,45.4,333,104,51,358419
ABplpa:37,ABplpa,37,7854,-17146,-10710,-10710,7854,46.0,352,94,48,370412
ABplpa:38,ABplpa,38,6549,-18451,-12025,-12025,6549,47.2,361,106,50,380215
ABplpa:39,ABplpa,39,7325,-17675,-11952,-11952,7325,47.0,366,106,48,384628
ABplpa:40,ABplpa,40,8221,-16779,-11618,-11616,8221,47.6,360,108,53,454487
ABplpa:41,ABplpa,41,7060,-17940,-9708,-9669,7060,48.1,356,106,52,507590
ABplpa:42,ABplpa,42,8281,-16719,-7283,-7247,8281,48.9,353,110,52,580178
ABplpa:43,ABplpa,43,9628,-15372,-11638,-11620,9628,47.6,364,117,55,623275
ABplpa:44,ABplpa,44,9686,-15314,-7718,-7669,9686,47.0,361,116,53,651350
ABplpa:45,ABplpa,45,8986,-16014,-5989,-5948,8986,47.0,364,120,51,466587
ABplpa:46,ABplpa,46,8004,-16996,-1314,-1314,8004,47.1,354,120,25,129403
ABplpaa:47,ABplpaa,47,8116,-16884,-312,-312,8116,49.0,348,118,24,121450
ABplpaa:48,ABplpaa,48,8211,-16789,-3863,-3863,8211,49.3,364,106,34,187483
ABplpaa:49,ABplpaa,49,5977,-19023,-8415,-8415,5977,52.0,368,102,40,300104
ABplpaa:50,ABplpaa,50,6923,-18077,-4287,-4287,6923,53.0,364,106,39,254810
ABplpaa:51,ABplpaa,51,6554,-18446,-6924,-6924,6554,53.0,352,106,41,326374
ABplpaa:52,ABplpaa,52,7624,-17376,-6556,-6556,7624,53.0,352,102,42,400460
ABplpaa:53,ABplpaa,53,8252,-16748,-8431,-8431,8252,52.0,348,100,42,476311
ABplpaa:54,ABplpaa,54,9338,-15662,-7373,-7373,9338,52.0,348,98,42,481558
ABplpaa:55,ABplpaa,55,12573,-12427,-3115,-3115,12573,53.5,340,107,47,595448
ABplpaa:56,ABplpaa,56,10456,-14544,-5549,-5549,10456,53.0,348,110,43,519365
ABplpaa:57,ABplpaa,57,10904,-14096,-6553,-6558,10904,52.0,352,102,44,599594
ABplpaa:58,ABplpaa,58,8732,-16268,-7682,-7682,8732,52.0,356,96,44,704543
ABplpaa:59,ABplpaa,59,7848,-17152,-13946,-13946,7848,50.0,352,90,45,772600
ABplpaa:60,ABplpaa,60,9442,-15558,-17331,-17331,9442,49.0,346,94,46,939784
ABplpap:47,ABplpap,47,11758,-13242,1917,1917,11758,43.2,403,98,24,131065
ABplpap:48,ABplpap,48,7818,-17182,-9877,-9877,7818,42.2,425,88,38,272045
ABplpap:49,ABplpap,49,10451,-14549,-6517,-6517,10451,43.0,440,92,40,366744
ABplpap:50,ABplpap,50,7902,-17098,-11083,-11083,7902,42.3,454,91,43,465427
ABplpap:51,ABplpap,51,9174,-15826,-12876,-12876,9174,41.1,460,84,45,560985
ABplpap:52,ABplpap,52,8905,-16095,-12995,-12995,8905,37.0,464,80,44,640488
ABplpap:53,ABplpap,53,8114,-16886,-14974,-14974,8114,34.0,454,82,42,595072
ABplpap:54,ABplpap,54,7666,-17334,-16086,-16086,7666,35.0,444,78,46,771409
ABplpap:55,ABplpap,55,10832,-14168,-11001,-11001,10832,38.6,451,69,47,886017
ABplpap:56,ABplpap,56,10920,-14080,-9514,-9489,10920,42.1,444,73,47,894626
ABplpap:57,ABplpap,57,10982,-14018,-10749,-10743,10982,44.1,450,78,46,940588
ABplpap:58,ABplpap,58,9322,-15678,-14339,-14285,9322,43.0,453,81,46,978997
ABplpap:59,ABplpap,59,8874,-16126,-15291,-15313,8874,42.9,435,83,47,1020181
ABplpap:60,ABplpap,60,9382,-15618,-16587,-16576,9382,43.0,436,84,46,1043467
ABplpp:29,ABplpp,29,14151,-10849,-1198,-1198,14151,41.2,395,138,33,115949
ABplpp:30,ABplpp,30,10021,-14979,-5823,-5823,10021,43.0,406,124,36,110047
ABplpp:31,ABplpp,31,12520,-12480,-6790,-6790,12520,42.0,412,126,36,146969
ABplpp:32,ABplpp,32,14510,-10490,-7329,-7329,14510,41.5,424,113,42,228085
ABplpp:33,ABplpp,33,9053,-15947,-5424,-5424,9053,50.3,446,119,45,168402
ABplpp:34,ABplpp,34,10438,-14562,-2842,-2842,10438,52.0,452,119,46,225058
ABplpp:35,ABplpp,35,8232,-16768,-3927,-3927,8232,53.0,454,126,46,224977
ABplpp:36,ABplpp,36,10757,-14243,-3015,-3015,10757,52.0,450,125,49,272594
ABplpp:37,ABplpp,37,11110,-13890,-3724,-3724,11110,51.0,454,120,48,283311
ABplpp:38,ABplpp,38,11684,-13316,-2694,-2694,11684,51.0,454,122,48,297478
ABplpp:39,ABplpp,39,10501,-14499,-3713,-3713,10501,52.0,454,136,48,295430
ABplpp:40,ABplpp,40,9318,-15682,-3306,-3306,9318,53.0,464,126,49,335710
ABplpp:41,ABplpp,41,11749,-13251,-2799,-2799,11749,52.1,462,124,54,474240
ABplpp:42,ABplpp,42,10490,-14510,-3656,-3656,10490,52.2,458,120,52,431157
ABplpp:43,ABplpp,43,8526,-16474,-5439,-5439,8526,53.0,466,124,51,463438
ABplpp:44,ABplpp,44,10796,-14204,-7855,-7855,10796,51.0,456,128,51,525231
ABplpp:45,ABplpp,45,8544,-16456,-10791,-10791,8544,51.9,456,133,53,598827
ABplpp:46,ABplpp,46,9858,-15142,-7508,-7508,9858,51.8,460,138,51,568532
ABplpp:47,ABplpp,47,9147,-15853,-7505,-7505,9147,51.1,454,150,38,300768
ABplppa:48,ABplppa,48,8854,-16146,-2889,-2889,8854,53.2,457,149,24,86310
ABplppa:49,ABplppa,49,13766,-11234,-2444,-2444,13766,54.1,448,146,30,116538
ABplppa:50,ABplppa,50,11361,-13639,-8696,-8696,11361,54.0,450,152,39,236229
ABplppa:51,ABplppa,51,10470,-14530,-8273,-8273,10470,55.0,448,152,41,283585
ABplppa:52,ABplppa,52,13825,-11175,-5037,-5037,13825,55.0,450,132,42,345967
ABplppa:53,ABplppa,53,15941,-9059,-3359,-3359,15941,54.0,454,116,42,408325
ABplppa:54,ABplppa,54,13274,-11726,-3750,-3750,13274,54.0,454,120,42,439861
ABplppa:55,ABplppa,55,11079,-13921,-4417,-4438,11079,55.0,460,124,43,471073
ABplppa:56,ABplppa,56,10502,-14498,-6215,-6224,10502,55.1,458,137,45,556100
ABplppa:57,ABplppa,57,9843,-15157,-6015,-6015,9843,55.0,450,144,44,553949
ABplppa:58,ABplppa,58,10323,-14677,-9995,-9995,10323,54.0,450,140,44,623562
ABplppa:59,ABplppa,59,8651,-16349,-9006,-9006,8651,55.0,444,138,45,660337
ABplppa:60,ABplppa,60,9529,-15471,-9925,-9925,9529,55.0,440,138,46,778056
ABplppp:48,ABplppp,48,8227,-16773,-6297,-6297,8227,49.1,499,135,30,175805
ABplppp:49,ABplppp,49,8118,-16882,-7496,-7496,8118,47.4,508,126,34,188565
ABplppp:50,ABplppp,50,9946,-15054,-12151,-12151,9946,47.0,516,128,39,300971
ABplppp:51,ABplppp,51,10535,-14465,-10505,-10505,10535,45.0,520,118,41,406299
ABplppp:52,ABplppp,52,11880,-13120,-11938,-11938,11880,42.0,530,116,42,545103
ABplppp:53,ABplppp,53,12152,-12848,-14197,-14197,12152,39.8,535,97,44,731422
ABplppp:54,ABplppp,54,11405,-13595,-13012,-13012,11405,41.0,528,94,42,707085
ABplppp:55,ABplppp,55,9350,-15650,-17492,-17492,9350,40.9,534,95,45,795294
ABplppp:56,ABplppp,56,10818,-14182,-9915,-9829,10818,43.9,540,97,45,823744
ABplppp:57,ABplppp,57,10847,-14153,-12625,-12517,10847,45.8,537,108,46,913521
ABplppp:58,ABplppp,58,9279,-15721,-12091,-12100,9279,47.0,536,108,44,869433
ABplppp:59,ABplppp,59,10680,-14320,-13744,-13974,10680,46.2,520,105,47,1007948
ABplppp:60,ABplppp,60,9301,-15699,-15354,-15356,9301,47.0,514,104,46,1034898
ABpr:5,ABpr,5,12022,-12978,934,934,12022,26.6,396,324,34,64351
ABpr:6,ABpr,6,10480,-14520,2194,2194,10480,27.4,432,347,42,77179
ABpr:7,ABpr,7,12572,-12428,-3617,-3617,12572,28.5,462,362,55,242553
ABpr:8,ABpr,8,12079,-12921,-2336,-2336,12079,25.0,466,360,56,415827
ABpr:9,ABpr,9,13433,-11567,-2401,-2401,13433,22.0,448,356,56,506287
ABpr:10,ABpr,10,13448,-11552,-1545,-1545,13448,19.5,443,354,60,660416
ABpr:11,ABpr,11,12747,-12253,-1868,-1868,12747,20.5,438,358,57,664530
ABpr:12,ABpr,12,12953,-12047,-1855,-1855,12953,19.1,455,346,62,775711
ABpr:13,ABpr,13,12825,-12175,-535,-535,12825,18.3,461,356,63,825990
ABpr:14,ABpr,14,14763,-10237,860,860,14763,19.2,465,355,64,834066
ABpr:15,ABpr,15,12771,-12229,662,662,12771,21.3,466,349,53,252984
ABprd:16,ABprd,16,9961,-15039,-147,-213,9961,26.6,458,355,40,117298
ABprd:17,ABprd,17,9900,-15100,-1077,-1077,9900,20.4,457,351,41,77033
ABprd:18,ABprd,18,10387,-14613,-1067,-1067,10387,21.5,470,356,44,112865
ABprd:19,ABprd,19,9126,-15874,-4605,-4605,9126,23.0,460,368,47,195671
ABprd:20,ABprd,20,9223,-15777,-2703,-2703,9223,22.0,448,386,48,322722
ABprd:21,ABprd,21,9789,-15211,-3870,-3870,9789,22.6,429,401,49,380904
ABprd:22,ABprd,22,9547,-15453,-3724,-3724,9547,22.7,403,402,50,439580
ABprd:23,ABprd,23,9698,-15302,-3081,-3081,9698,24.2,406,398,48,445035
ABprd:24,ABprd,24,9384,-15616,-4087,-4087,9384,23.2,416,398,49,440415
ABprd:25,ABprd,25,9213,-15787,-2322,-2322,9213,22.5,438,389,49,473374
ABprd:26,ABprd,26,9222,-15778,-1191,-1191,9222,24.5,447,387,50,492218
ABprd:27,ABprd,27,10462,-14538,477,477,10462,25.0,444,372,47,154878
ABprd:28,ABprd,28,8572,-16428,368,368,8572,26.0,444,376,39,194572
ABprda:29,ABprda,29,7308,-17692,-1891,-1891,7308,23.3,429,388,33,93351
ABprda:30,ABprda,30,9728,-15272,-3024,-3024,9728,25.0,434,398,36,112278
ABprda:31,ABprda,31,8222,-16778,-7157,-7157,8222,25.1,434,398,40,200514
ABprda:32,ABprda,32,8774,-16226,-4555,-4555,8774,22.6,428,404,42,278154
ABprda:33,ABprda,33,7841,-17159,-2808,-2808,7841,28.2,408,404,45,254159
ABprda:34,ABprda,34,8178,-16822,-3104,-3104,8178,28.0,394,396,44,264874
ABprda:35,ABprda,35,7795,-17205,-3041,-3041,7795,29.0,396,396,46,297125
ABprda:36,ABprda,36,7377,-17623,-3793,-3793,7377,28.3,394,394,49,388166
ABprda:37,ABprda,37,8515,-16485,-4724,-4724,8515,29.0,386,396,48,390201
ABprda:38,ABprda,38,8292,-16708,-5502,-5502,8292,30.7,387,402,52,497546
ABprda:39,ABprda,39,10268,-14732,-4821,-4821,10268,33.0,388,398,50,485315
ABprda:40,ABprda,40,8890,-16110,-5331,-5331,8890,31.7,400,401,51,535783
ABprda:41,ABprda,41,9684,-15316,-5631,-5631,9684,32.0,399,395,52,640264
ABprda:42,ABprda,42,10790,-14210,-4533,-4533,10790,32.0,400,384,50,629986
ABprda:43,ABprda,43,8953,-16047,-4855,-4855,8953,31.0,392,384,51,684881
ABprda:44,ABprda,44,10290,-14710,-6630,-6496,10290,34.0,390,382,51,745935
ABprda:45,ABprda,45,8867,-16133,-2335,-2335,8867,33.2,384,383,41,381778
ABprda:46,ABprda,46,9044,-15956,-6537,-6537,9044,33.0,388,386,49,503134
ABprdaa:47,ABprdaa,47,11312,-13688,-446,-446,11312,33.1,354,404,30,185746
ABprdaa:48,ABprdaa,48,12535,-12465,-7382,-7382,12535,34.2,338,404,38,344244
ABprdaa:49,ABprdaa,49,8341,-16659,-10458,-10458,8341,35.0,326,404,40,385784
ABprdaa:50,ABprdaa,50,8850,-16150,-8445,-8445,8850,35.9,315,408,41,472034
ABprdaa:51,ABprdaa,51,9445,-15555,-7348,-7348,9445,36.8,317,414,43,616332
ABprdaa:52,ABprdaa,52,11780,-13220,-12041,-12041,11780,36.1,309,410,44,737244
ABprdaa:53,ABprdaa,53,12747,-12253,-9059,-9059,12747,37.0,312,410,42,750713
ABprdaa:54,ABprdaa,54,10749,-14251,-11480,-11480,10749,38.0,310,410,42,787730
ABprdaa:55,ABprdaa,55,8978,-16022,-11747,-11747,8978,40.0,318,408,43,821944
ABprdaa:56,ABprdaa,56,9042,-15958,-15328,-15328,9042,40.2,318,408,47,1106568
ABprdaa:57,ABprdaa,57,9361,-15639,-12865,-12865,9361,40.1,311,408,46,1174979
ABprdaa:58,ABprdaa,58,8206,-16794,-10257,-10257,8206,42.0,312,406,44,1122800
ABprdaa:59,ABprdaa,59,7867,-17133,-10774,-10774,7867,42.0,318,408,45,1173464
ABprdaa:60,ABprdaa,60,8328,-16672,-12073,-12073,8328,41.0,324,406,46,1470331
ABprdap:47,ABprdap,47,8607,-16393,-1955,-1955,8607,29.1,405,374,26,122814
ABprdap:48,ABprdap,48,9630,-15370,-8290,-8290,9630,28.4,394,371,40,313123
ABprdap:49,ABprdap,49,11805,-13195,-5395,-5395,11805,29.0,400,374,40,386997
ABprdap:50,ABprdap,50,9481,-15519,-8959,-8959,9481,28.0,409,375,41,417977
ABprdap:51,ABprdap,51,9468,-15532,-11013,-11013,9468,28.0,416,380,41,476748
ABprdap:52,ABprdap,52,12920,-12080,-10858,-10858,12920,30.0,414,376,42,607196
ABprdap:53,ABprdap,53,10881,-14119,-11769,-11755,10881,31.0,416,388,44,765679
ABprdap:54,ABprdap,54,10908,-14092,-12914,-12917,10908,32.5,408,386,46,961986
ABprdap:55,ABprdap,55,10035,-14965,-11211,-11214,10035,30.5,406,392,47,981677
ABprdap:56,ABprdap,56,9150,-15850,-13132,-13097,9150,32.2,400,395,47,953019
ABprdap:57,ABprdap,57,9613,-15387,-10740,-10726,9613,32.1,398,395,46,1033019
ABprdap:58,ABprdap,58,10525,-14475,-9080,-9080,10525,32.4,396,398,46,1225403
ABprdap:59,ABprdap,59,8979,-16021,-11233,-11233,8979,31.5,402,397,49,1343812
ABprdap:60,ABprdap,60,9005,-15995,-9125,-9125,9005,31.9,405,402,48,1470281
ABprdp:29,ABprdp,29,9470,-15530,-496,-496,9470,26.3,490,380,33,121192
ABprdp:30,ABprdp,30,8846,-16154,-2859,-2859,8846,27.0,502,374,36,113717
ABprdp:31,ABprdp,31,9322,-15678,-2223,-2223,9322,28.2,510,372,40,213014
ABprdp:32,ABprdp,32,8166,-16834,-5437,-5437,8166,28.5,516,377,42,291665
ABprdp:33,ABprdp,33,7737,-17263,-11059,-11059,7737,33.5,518,380,45,282901
ABprdp:34,ABprdp,34,7468,-17532,-10217,-10217,7468,33.0,516,384,44,320147
ABprdp:35,ABprdp,35,6429,-18571,-13022,-13022,6429,35.0,514,386,46,382983
ABprdp:36,ABprdp,36,6609,-18391,-13182,-13182,6609,36.2,514,390,51,525466
ABprdp:37,ABprdp,37,6092,-18908,-11527,-11527,6092,39.0,508,386,48,470430
ABprdp:38,ABprdp,38,6124,-18876,-10756,-10756,6124,40.0,506,392,48,537846
ABprdp:39,ABprdp,39,6803,-18197,-11814,-11814,6803,38.7,504,394,50,568960
ABprdp:40,ABprdp,40,6953,-18047,-12667,-12667,6953,39.0,510,390,51,631605
ABprdp:41,ABprdp,41,6287,-18713,-11796,-11796,6287,39.0,520,392,50,704406
ABprdp:42,ABprdp,42,6932,-18068,-14113,-14113,6932,37.9,504,384,52,770698
ABprdp:43,ABprdp,43,10168,-14832,-9061,-9061,10168,36.5,499,377,53,751680
ABprdp:44,ABprdp,44,9297,-15703,-8628,-8628,9297,38.2,495,374,53,776014
ABprdp:45,ABprdp,45,9239,-15761,-5569,-5569,9239,39.0,496,372,51,587639
ABprdp:46,ABprdp,46,12670,-12330,1772,1772,12670,36.0,498,381,23,121936
ABprdpa:47,ABprdpa,47,7411,-17589,-1433,-1433,7411,38.2,478,395,22,112282
ABprdpa:48,ABprdpa,48,9109,-15891,-3494,-3494,9109,37.3,469,397,34,258303
ABprdpa:49,ABprdpa,49,7490,-17510,-11397,-11397,7490,41.0,462,400,40,431143
ABprdpa:50,ABprdpa,50,8115,-16885,-8694,-8694,8115,40.8,456,406,41,545240
ABprdpa:51,ABprdpa,51,8081,-16919,-9555,-9555,8081,43.0,460,406,41,552360
ABprdpa:52,ABprdpa,52,8903,-16097,-10334,-10327,8903,43.0,462,406,42,673646
ABprdpa:53,ABprdpa,53,7547,-17453,-9761,-9159,7547,46.0,462,402,42,646901
ABprdpa:54,ABprdpa,54,7419,-17581,-9886,-9559,7419,46.0,460,402,42,731924
ABprdpa:55,ABprdpa,55,8623,-16377,-13746,-13469,8623,44.4,461,394,45,838689
