cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABplp:37,ABplp,37,7679,-17321,-3975,-3975,7679,24.5,330,151,59,330059
ABplp:38,ABplp,38,8166,-16834,-2217,-2217,8166,24.3,342,140,58,299612
ABplp:39,ABplp,39,7459,-17541,-666,-666,7459,25.2,348,136,35,47230
ABplp:40,ABplp,40,6534,-18466,185,185,6534,29.2,348,148,27,60307
ABplpa:41,ABplpa,41,7284,-17716,559,559,7284,31.1,374,130,23,26970
ABplpa:42,ABplpa,42,5683,-19317,-1555,-1555,5683,31.1,367,120,37,60469
ABplpa:43,ABplpa,43,6347,-18653,-1716,-1716,6347,34.0,370,118,41,102822
ABplpa:44,ABplpa,44,6140,-18860,-1699,-1699,6140,33.0,382,120,42,133825
ABplpa:45,ABplpa,45,7088,-17912,-6411,-6411,7088,30.3,386,119,47,213115
ABplpa:46,ABplpa,46,7405,-17595,-6127,-6127,7405,30.0,388,128,45,181253
ABplpa:47,ABplpa,47,7601,-17399,-7468,-7468,7601,29.9,382,120,48,269776
ABplpa:48,ABplpa,48,7562,-17438,-7701,-7701,7562,30.0,378,124,47,279146
ABplpa:49,ABplpa,49,9040,-15960,-4804,-4804,9040,28.0,376,128,48,283143
ABplpa:50,ABplpa,50,8164,-16836,-5236,-5236,8164,29.0,372,123,50,371249
ABplpa:51,ABplpa,51,8263,-16737,-3873,-3873,8263,29.0,368,124,48,381429
ABplpa:52,ABplpa,52,8507,-16493,-5036,-5036,8507,29.4,364,119,52,509842
ABplpa:53,ABplpa,53,7819,-17181,-5198,-5198,7819,30.1,361,122,51,491635
ABplpa:54,ABplpa,54,7433,-17567,-6259,-6259,7433,31.0,355,118,52,597882
ABplpa:55,ABplpa,55,7177,-17823,-7223,-7223,7177,31.3,354,122,53,599452
ABplpa:56,ABplpa,56,7979,-17021,-6339,-6339,7979,31.4,363,128,53,617659
ABplpa:57,ABplpa,57,8099,-16901,-6525,-6525,8099,34.0,360,126,51,473731
ABplpa:58,ABplpa,58,7418,-17582,63,63,7418,33.0,365,132,25,110556
ABplpaa:59,ABplpaa,59,8107,-16893,-148,-148,8107,28.4,365,127,26,95517
ABplpaa:60,ABplpaa,60,7416,-17584,-5966,-5966,7416,26.0,359,132,37,175468
ABplpap:59,ABplpap,59,6129,-18871,-921,-921,6129,34.1,314,116,26,95177
ABplpap:60,ABplpap,60,6214,-18786,-3280,-3280,6214,33.0,302,117,33,133983
ABplpp:41,ABplpp,41,7772,-17228,2079,2079,7772,28.2,307,146,23,25879
ABplpp:42,ABplpp,42,6765,-18235,-2586,-2586,6765,29.1,296,146,39,59548
ABplpp:43,ABplpp,43,7332,-17668,-4085,-4085,7332,29.0,292,140,41,93926
ABplpp:44,ABplpp,44,7174,-17826,-2089,-2089,7174,29.0,278,152,42,115413
ABplpp:45,ABplpp,45,6079,-18921,-3261,-3261,6079,27.0,274,154,43,126312
ABplpp:46,ABplpp,46,6344,-18656,-3906,-3906,6344,25.1,264,163,47,152625
ABplpp:47,ABplpp,47,6735,-18265,-4441,-4441,6735,25.0,268,164,46,169534
ABplpp:48,ABplpp,48,7912,-17088,-3558,-3558,7912,25.0,268,162,47,149878
ABplpp:49,ABplpp,49,8321,-16679,-3157,-3157,8321,24.0,264,158,48,189368
ABplpp:50,ABplpp,50,8651,-16349,-3745,-3745,8651,25.0,268,166,48,209845
ABplpp:51,ABplpp,51,8583,-16417,-4962,-4962,8583,25.0,272,164,48,241772
ABplpp:52,ABplpp,52,8136,-16864,-4269,-4269,8136,24.0,272,162,48,219715
ABplpp:53,ABplpp,53,8621,-16379,-5610,-5610,8621,25.0,270,150,49,275067
ABplpp:54,ABplpp,54,7994,-17006,-8783,-8783,7994,26.0,278,154,50,321763
ABplpp:55,ABplpp,55,9074,-15926,-8359,-8359,9074,26.0,280,162,51,352867
ABplpp:56,ABplpp,56,10637,-14363,-7301,-7301,10637,27.0,282,166,51,368557
ABplpp:57,ABplpp,57,9777,-15223,-7711,-7711,9777,27.0,284,166,51,370636
ABplpp:58,ABplpp,58,7531,-17469,-5684,-5684,7531,27.3,292,176,37,151942
ABplppa:59,ABplppa,59,8221,-16779,-888,-888,8221,23.3,288,178,26,43961
ABplppa:60,ABplppa,60,9622,-15378,-3720,-3720,9622,23.2,286,180,31,63233
ABplppp:59,ABplppp,59,9440,-15560,-399,-399,9440,29.0,252,153,26,66228
ABplppp:60,ABplppp,60,8476,-16524,-7409,-7409,8476,29.2,238,150,33,122037
ABpr:16,ABpr,16,7180,-17820,340,476,7180,36.0,329,323,50,0
ABpr:17,ABpr,17,7306,-17694,902,902,7306,32.5,297,336,43,53195
ABpr:18,ABpr,18,9672,-15328,-1183,-1183,9672,31.3,279,348,50,150998
ABpr:19,ABpr,19,9530,-15470,-1138,-1138,9530,32.0,270,354,54,335067
ABpr:20,ABpr,20,7640,-17360,-87,-87,7640,38.0,286,362,55,412293
ABpr:21,ABpr,21,6754,-18246,428,428,6754,41.9,303,357,58,503273
ABpr:22,ABpr,22,5659,-19341,-762,-762,5659,42.7,311,351,57,454434
ABpr:23,ABpr,23,5439,-19561,129,129,5439,42.3,302,347,58,516244
ABpr:24,ABpr,24,6822,-18178,600,600,6822,38.8,292,347,59,645906
ABpr:25,ABpr,25,7223,-17777,1407,1407,7223,39.7,280,342,61,679079
ABpr:26,ABpr,26,7350,-17650,1367,1367,7350,39.3,267,348,62,156989
ABpr:27,ABpr,27,7058,-17942,1030,1030,7058,38.3,261,324,47,194179
ABpra:28,ABpra,28,5787,-19213,-422,-422,5787,38.6,288,353,34,72385
ABpra:29,ABpra,29,4745,-20255,-669,-669,4745,44.2,289,343,44,65653
ABpra:30,ABpra,30,5506,-19494,-1190,-1190,5506,43.0,290,362,45,107093
ABpra:31,ABpra,31,4638,-20362,-1099,-1099,4638,43.0,302,370,46,191484
ABpra:32,ABpra,32,3804,-21196,-2141,-2141,3804,44.0,318,381,52,285815
ABpra:33,ABpra,33,3276,-21724,-1571,-1571,3276,49.0,336,386,52,218364
ABpra:34,ABpra,34,3410,-21590,-3230,-3230,3410,47.9,337,389,55,262845
ABpra:35,ABpra,35,3593,-21407,-2824,-2824,3593,48.9,339,389,57,283690
ABpra:36,ABpra,36,4061,-20939,-3083,-3083,4061,47.0,316,388,55,289644
ABpra:37,ABpra,37,3961,-21039,-3027,-3027,3961,47.1,310,383,55,295042
ABpra:38,ABpra,38,4319,-20681,-2537,-2537,4319,46.2,296,378,60,341805
ABpra:39,ABpra,39,4120,-20880,-162,-162,4120,45.1,310,374,25,28662
ABpraa:40,ABpraa,40,5581,-19419,1256,1256,5581,46.4,323,376,27,23341
ABpraa:41,ABpraa,41,3307,-21693,-515,-515,3307,45.0,332,398,27,22772
ABpraa:42,ABpraa,42,4742,-20258,-3087,-3087,4742,44.0,338,404,43,72098
ABpraa:43,ABpraa,43,5248,-19752,-3305,-3305,5248,42.9,346,413,43,118996
ABpraa:44,ABpraa,44,3639,-21361,-1366,-1366,3639,46.8,354,412,44,153759
ABpraa:45,ABpraa,45,2772,-22228,-1830,-1830,2772,48.2,358,404,47,181309
ABpraa:46,ABpraa,46,2764,-22236,-2669,-2669,2764,48.4,354,402,49,208236
ABpraa:47,ABpraa,47,3598,-21402,-1771,-1771,3598,48.2,356,396,50,233560
ABpraa:48,ABpraa,48,4583,-20417,-1610,-1610,4583,47.1,364,392,51,258561
ABpraa:49,ABpraa,49,4291,-20709,-1153,-1153,4291,48.0,362,392,48,249637
ABpraa:50,ABpraa,50,4248,-20752,-2909,-2909,4248,47.4,364,398,52,334725
ABpraa:51,ABpraa,51,4275,-20725,-2475,-2475,4275,47.8,370,398,50,331693
ABpraa:52,ABpraa,52,5408,-19592,-1795,-1795,5408,48.1,363,396,50,343963
ABpraa:53,ABpraa,53,6376,-18624,-2374,-2374,6376,46.3,365,394,53,371997
ABpraa:54,ABpraa,54,3902,-21098,-3645,-3645,3902,48.1,366,392,54,431498
ABpraa:55,ABpraa,55,4316,-20684,-3148,-3148,4316,47.3,368,394,55,471101
ABpraa:56,ABpraa,56,5109,-19891,766,766,5109,46.1,376,395,23,54641
ABpraaa:57,ABpraaa,57,6822,-18178,849,849,6822,43.1,386,407,25,57417
ABpraaa:58,ABpraaa,58,5912,-19088,-2877,-2877,5912,42.1,396,410,35,106339
ABpraaa:59,ABpraaa,59,6341,-18659,-5892,-5892,6341,43.6,418,408,42,259833
ABpraaa:60,ABpraaa,60,10787,-14213,-3324,-3324,10787,42.3,432,408,43,336344
ABpraap:57,ABpraap,57,3168,-21832,172,172,3168,48.4,346,379,25,39192
ABpraap:58,ABpraap,58,3464,-21536,164,164,3464,50.2,342,382,27,50471
ABpraap:59,ABpraap,59,3593,-21407,-1711,-1711,3593,51.1,350,383,40,173391
ABpraap:60,ABpraap,60,5850,-19150,-1164,-1164,5850,51.0,352,374,41,215883
ABprap:40,ABprap,40,3322,-21678,-527,-527,3322,42.0,285,376,25,27787
ABprap:41,ABprap,41,5207,-19793,-80,-80,5207,39.2,270,386,27,28817
ABprap:42,ABprap,42,5282,-19718,-2818,-2818,5282,38.0,266,386,39,63674
ABprap:43,ABprap,43,4690,-20310,-3094,-3094,4690,36.0,260,382,41,93159
ABprap:44,ABprap,44,4626,-20374,-3109,-3109,4626,35.6,248,375,46,147504
ABprap:45,ABprap,45,4788,-20212,-3781,-3781,4788,37.0,231,385,45,184975
ABprap:46,ABprap,46,3958,-21042,-6610,-6610,3958,38.9,221,389,47,250985
ABprap:47,ABprap,47,5363,-19637,-7732,-7732,5363,36.6,218,391,50,334499
ABprap:48,ABprap,48,4462,-20538,-7171,-7171,4462,38.0,222,391,49,318323
ABprap:49,ABprap,49,5727,-19273,-6666,-6666,5727,35.0,228,392,48,333834
ABprap:50,ABprap,50,5746,-19254,-6653,-6653,5746,36.2,243,395,52,430257
ABprap:51,ABprap,51,5871,-19129,-7431,-7431,5871,35.6,240,395,52,458694
ABprap:52,ABprap,52,4593,-20407,-5571,-5571,4593,35.2,237,401,50,455808
ABprap:53,ABprap,53,5140,-19860,-8097,-8097,5140,35.1,243,386,53,510169
ABprap:54,ABprap,54,4575,-20425,-5359,-5359,4575,38.1,252,388,52,524305
ABprap:55,ABprap,55,5801,-19199,-4362,-4362,5801,37.4,250,386,55,601183
ABprap:56,ABprap,56,4966,-20034,98,98,4966,35.1,252,388,25,70533
ABprapa:57,ABprapa,57,6616,-18384,-897,-939,6616,32.1,264,388,25,49541
ABprapa:58,ABprapa,58,7307,-17693,-1449,-1449,7307,34.0,268,402,31,102871
ABprapa:59,ABprapa,59,6854,-18146,-8831,-8831,6854,34.3,282,407,44,283822
ABprapa:60,ABprapa,60,7583,-17417,-9452,-9452,7583,35.0,294,400,41,313529
ABprapp:57,ABprapp,57,5989,-19011,-102,-107,5989,34.1,234,374,25,50677
ABprapp:58,ABprapp,58,6696,-18304,-1236,-1236,6696,35.3,212,375,25,54479
ABprapp:59,ABprapp,59,7312,-17688,-7211,-7211,7312,35.3,214,390,42,251683
ABprapp:60,ABprapp,60,6594,-18406,-7938,-7938,6594,35.0,218,388,41,316258
ABprp:28,ABprp,28,4806,-20194,-939,-939,4806,41.0,262,300,34,68098
ABprp:29,ABprp,29,4580,-20420,-672,-672,4580,42.2,242,282,40,59348
ABprp:30,ABprp,30,4405,-20595,-2073,-2073,4405,43.0,240,288,45,98039
ABprp:31,ABprp,31,4045,-20955,-3559,-3559,4045,45.1,237,287,50,217283
ABprp:32,ABprp,32,4095,-20905,-4191,-4191,4095,45.5,241,287,52,264603
ABprp:33,ABprp,33,2625,-22375,-4120,-4120,2625,53.0,224,286,52,162859
ABprp:34,ABprp,34,4539,-20461,-1625,-1625,4539,53.0,216,284,53,174249
ABprp:35,ABprp,35,6561,-18439,-841,-841,6561,53.2,212,284,57,202472
ABprp:36,ABprp,36,5326,-19674,-1498,-1498,5326,53.0,206,284,55,209609
ABprp:37,ABprp,37,3407,-21593,-2060,-2060,3407,52.0,212,288,53,207970
ABprp:38,ABprp,38,4162,-20838,-2255,-2255,4162,50.0,210,286,54,222364
ABprp:39,ABprp,39,4593,-20407,241,241,4593,48.1,218,301,27,21762
ABprp:40,ABprp,40,3318,-21682,418,418,3318,50.1,202,295,27,51533
ABprpa:41,ABprpa,41,1870,-23130,-294,-294,1870,53.2,235,310,23,21582
ABprpa:42,ABprpa,42,2607,-22393,-653,-653,2607,53.2,249,321,31,21818
ABprpa:43,ABprpa,43,2892,-22108,-2156,-2156,2892,54.0,252,326,41,52928
ABprpa:44,ABprpa,44,2175,-22825,-1240,-1240,2175,55.0,252,326,42,66230
ABprpa:45,ABprpa,45,1870,-23130,-2165,-2165,1870,55.0,258,332,45,95083
ABprpa:46,ABprpa,46,2117,-22883,-2505,-2505,2117,55.0,260,332,45,116392
ABprpa:47,ABprpa,47,2035,-22965,-3202,-3202,2035,54.0,260,334,46,145821
ABprpa:48,ABprpa,48,2688,-22312,-3434,-3434,2688,53.7,264,332,49,160562
ABprpa:49,ABprpa,49,3729,-21271,-3358,-3358,3729,53.0,260,346,48,167384
ABprpa:50,ABprpa,50,3356,-21644,-3484,-3484,3356,53.0,258,344,48,197527
ABprpa:51,ABprpa,51,3167,-21833,-4037,-4037,3167,53.0,252,348,48,192312
ABprpa:52,ABprpa,52,3013,-21987,-2942,-2942,3013,54.0,248,346,48,240373
ABprpa:53,ABprpa,53,3208,-21792,-3037,-3037,3208,54.0,244,348,49,226382
ABprpa:54,ABprpa,54,3183,-21817,-2327,-2327,3183,55.0,242,342,50,258336
ABprpa:55,ABprpa,55,3841,-21159,-3735,-3684,3841,53.7,246,342,53,323182
ABprpa:56,ABprpa,56,4030,-20970,-3765,-3756,4030,53.0,240,340,51,356558
ABprpa:57,ABprpa,57,4722,-20278,-3232,-3232,4722,52.0,238,346,51,384952
ABprpa:58,ABprpa,58,4200,-20800,-3158,-3158,4200,50.0,230,344,49,206205
ABprpa:59,ABprpa,59,3247,-21753,-417,-417,3247,49.2,241,355,34,195566
ABprpaa:60,ABprpaa,60,3571,-21429,-329,-329,3571,50.2,257,380,31,95409
ABprpap:60,ABprpap,60,3147,-21853,-578,-578,3147,50.3,221,333,27,74054
ABprpp:41,ABprpp,41,2526,-22474,-76,-76,2526,49.0,184,302,23,22035
ABprpp:42,ABprpp,42,3213,-21787,127,127,3213,48.4,184,311,29,19093
ABprpp:43,ABprpp,43,1809,-23191,-4144,-4144,1809,50.0,180,304,41,62409
ABprpp:44,ABprpp,44,2671,-22329,-4337,-4337,2671,50.0,164,298,42,103881
ABprpp:45,ABprpp,45,4376,-20624,-3896,-3896,4376,50.2,150,297,45,131337
ABprpp:46,ABprpp,46,5157,-19843,-3536,-3536,5157,52.0,150,296,45,140066
ABprpp:47,ABprpp,47,5628,-19372,-3859,-3859,5628,52.1,150,298,48,191818
ABprpp:48,ABprpp,48,6763,-18237,-2568,-2568,6763,52.0,148,300,47,186083
ABprpp:49,ABprpp,49,5840,-19160,-2122,-2122,5840,53.0,150,294,48,193918
ABprpp:50,ABprpp,50,6107,-18893,-1600,-1600,6107,53.0,152,302,48,208856
ABprpp:51,ABprpp,51,5157,-19843,-2159,-2159,5157,53.0,155,300,50,233977
ABprpp:52,ABprpp,52,5671,-19329,-1381,-1381,5671,53.0,154,298,48,235202
ABprpp:53,ABprpp,53,5312,-19688,-2946,-2946,5312,53.2,160,306,51,269166
ABprpp:54,ABprpp,54,4077,-20923,-5258,-5258,4077,52.0,152,306,50,319548
ABprpp:55,ABprpp,55,4343,-20657,-6142,-6142,4343,50.0,148,312,51,380980
ABprpp:56,ABprpp,56,5617,-19383,-6134,-6134,5617,48.0,148,316,51,443663
ABprpp:57,ABprpp,57,4997,-20003,-5396,-5396,4997,48.0,146,316,51,476126
ABprpp:58,ABprpp,58,5472,-19528,-4967,-4967,5472,47.0,140,312,49,292943
ABprpp:59,ABprpp,59,5629,-19371,-4375,-4375,5629,46.0,146,318,46,333488
ABprppa:60,ABprppa,60,5176,-19824,-2563,-2563,5176,46.0,148,350,31,126735
ABprppp:60,ABprppp,60,3282,-21718,-2898,-2898,3282,50.3,139,291,33,103164
P1:1,P1,1,10572,-14428,4331,4331,10572,34.0,194,250,80,1300330
P1:2,P1,2,10708,-14292,2666,2666,10708,34.0,210,242,80,1536023
P1:3,P1,3,11157,-13843,4123,4123,11157,31.0,200,252,80,1557782
P1:4,P1,4,11893,-13107,4768,4768,11893,31.0,206,248,80,1392811
P1:5,P1,5,11356,-13644,1193,1193,11356,27.2,205,218,32,46012
P1:6,P1,6,8276,-16724,1294,1294,8276,31.8,208,206,44,143639
EMS:7,EMS,7,6359,-18641,-504,-504,6359,30.3,259,189,30,53980
EMS:8,EMS,8,8092,-16908,1477,1477,8092,32.2,268,180,36,52691
EMS:9,EMS,9,7870,-17130,-2149,-2149,7870,34.3,276,190,51,160696
EMS:10,EMS,10,7506,-17494,-849,-849,7506,31.0,284,184,56,315488
EMS:11,EMS,11,7182,-17818,1183,1183,7182,31.0,302,166,58,465516
EMS:12,EMS,12,7208,-17792,1072,1072,7208,30.0,312,146,61,600488
EMS:13,EMS,13,8063,-16937,-737,-737,8063,29.7,312,126,66,886885
EMS:14,EMS,14,7486,-17514,-4563,-4563,7486,30.2,321,123,70,1081897
EMS:15,EMS,15,7493,-17507,-3206,-3206,7493,30.3,334,117,69,1045952
EMS:16,EMS,16,7422,-17578,-1445,-1445,7422,33.2,325,123,65,907279
EMS:17,EMS,17,8406,-16594,-1364,-1364,8406,39.6,332,157,69,867483
EMS:18,EMS,18,7417,-17583,-389,-389,7417,39.0,336,180,36,69190
MS:19,MS,19,7229,-17771,1199,1179,7229,42.2,347,188,30,28409
MS:20,MS,20,4974,-20026,-251,-251,4974,43.0,358,166,33,34500
MS:21,MS,21,7862,-17138,-768,-768,7862,41.6,363,153,40,76152
MS:22,MS,22,5228,-19772,-2259,-2259,5228,46.0,380,148,51,154928
MS:23,MS,23,4649,-20351,-2109,-2109,4649,47.0,398,162,52,235655
MS:24,MS,24,5799,-19201,-2144,-2144,5799,47.0,410,190,53,267658
MS:25,MS,25,8082,-16918,-2952,-2952,8082,45.8,413,191,57,358446
MS:26,MS,26,8958,-16042,-4214,-4214,8958,45.9,408,212,62,469435
MS:27,MS,27,10079,-14921,-2771,-2771,10079,46.5,411,202,63,462662
MS:28,MS,28,8090,-16910,-4269,-4269,8090,45.7,406,200,58,464014
MS:29,MS,29,9025,-15975,-3271,-3271,9025,43.4,388,189,52,384024
MS:30,MS,30,7731,-17269,-1449,-1449,7731,41.3,380,188,49,349527
MS:31,MS,31,10423,-14577,727,727,10423,41.0,377,204,24,21746
MS:32,MS,32,7443,-17557,-661,-661,7443,40.0,389,200,22,45453
MSa:33,MSa,33,4673,-20327,-1,-1,4673,47.1,406,181,22,20173
MSa:34,MSa,34,4001,-20999,-1037,-1037,4001,44.1,415,175,27,15412
MSa:35,MSa,35,3749,-21251,-1775,-1775,3749,46.3,430,176,45,76597
MSa:36,MSa,36,3328,-21672,-2286,-2286,3328,46.4,439,175,45,131133
MSa:37,MSa,37,4578,-20422,-5471,-5471,4578,48.0,438,168,53,213377
MSa:38,MSa,38,4909,-20091,-4669,-4669,4909,49.0,428,170,54,248650
MSa:39,MSa,39,4171,-20829,-6112,-6112,4171,49.8,418,170,55,242981
MSa:40,MSa,40,5019,-19981,-5904,-5904,5019,49.5,420,176,53,249646
MSa:41,MSa,41,4805,-20195,-3810,-3810,4805,50.0,448,180,51,244124
MSa:42,MSa,42,5134,-19866,-4190,-4190,5134,48.1,458,186,47,223179
MSa:43,MSa,43,3885,-21115,-3004,-3004,3885,48.2,455,192,45,193167
MSa:44,MSa,44,4202,-20798,-1181,-1181,4202,48.3,447,194,46,216602
MSa:45,MSa,45,4333,-20667,-1426,-1426,4333,47.3,448,180,47,230592
MSa:46,MSa,46,5793,-19207,-457,-457,5793,47.2,453,176,49,250869
MSa:47,MSa,47,6648,-18352,71,71,6648,44.0,457,176,24,36644
MSaa:48,MSaa,48,2984,-22016,-1512,-1512,2984,48.0,472,175,25,30624
MSaa:49,MSaa,49,5422,-19578,-40,-40,5422,47.1,486,174,26,32068
MSaa:50,MSaa,50,4755,-20245,-2316,-2316,4755,50.2,483,180,42,123555
MSaa:51,MSaa,51,2888,-22112,-4199,-4199,2888,51.0,482,185,46,206640
MSaa:52,MSaa,52,2673,-22327,-5926,-5926,2673,52.0,500,200,48,262052
MSaa:53,MSaa,53,2958,-22042,-5821,-5821,2958,53.0,496,198,49,297729
MSaa:54,MSaa,54,3105,-21895,-6508,-6508,3105,52.0,490,202,50,365226
MSaa:55,MSaa,55,3588,-21412,-7389,-7389,3588,52.0,488,210,51,398280
MSaa:56,MSaa,56,3733,-21267,-7627,-7627,3733,52.0,484,214,51,409646
MSaa:57,MSaa,57,4524,-20476,-5272,-5272,4524,53.0,484,214,51,416703
MSaa:58,MSaa,58,3557,-21443,-4479,-4479,3557,54.0,486,210,49,430687
MSaa:59,MSaa,59,4103,-20897,-3964,-3964,4103,53.1,480,190,48,473267
MSaa:60,MSaa,60,4062,-20938,-2868,-2868,4062,51.3,470,190,45,420516
MSap:48,MSap,48,4830,-20170,328,328,4830,45.0,430,162,23,26179
MSap:49,MSap,49,5649,-19351,-33,-33,5649,44.1,423,152,26,29563
MSap:50,MSap,50,3101,-21899,-5420,-5420,3101,47.2,410,147,42,110985
MSap:51,MSap,51,3547,-21453,-4049,-4049,3547,47.2,396,137,44,193231
MSap:52,MSap,52,4417,-20583,-8739,-8739,4417,46.0,386,132,48,318480
MSap:53,MSap,53,5235,-19765,-9541,-9541,5235,47.0,378,122,49,359521
MSap:54,MSap,54,5054,-19946,-9689,-9689,5054,48.0,378,126,50,409399
MSap:55,MSap,55,5668,-19332,-8360,-8360,5668,49.0,382,126,51,437127
MSap:56,MSap,56,4955,-20045,-6642,-6642,4955,50.0,386,122,51,469455
MSap:57,MSap,57,4889,-20111,-6737,-6737,4889,51.0,380,126,51,499526
MSap:58,MSap,58,5682,-19318,-5985,-5985,5682,51.0,380,128,49,480331
MSap:59,MSap,59,4595,-20405,-6419,-6419,4595,51.6,366,132,50,542055
MSap:60,MSap,60,5709,-19291,-5564,-5564,5709,49.1,360,129,45,435202
MSp:33,MSp,33,5479,-19521,-1936,-1936,5479,47.3,351,206,22,21470
MSp:34,MSp,34,5464,-19536,-2038,-2038,5464,47.0,349,217,31,19022
MSp:35,MSp,35,7062,-17938,-3655,-3655,7062,46.2,352,223,45,60738
MSp:36,MSp,36,6213,-18787,-1874,-1874,6213,48.1,339,234,51,129855
MSp:37,MSp,37,5117,-19883,-5101,-5101,5117,48.0,326,238,53,185507
MSp:38,MSp,38,4888,-20112,-5532,-5532,4888,48.0,326,240,54,238821
MSp:39,MSp,39,3800,-21200,-4360,-4360,3800,50.0,320,244,53,217667
MSp:40,MSp,40,3575,-21425,-4449,-4449,3575,49.8,315,252,51,221943
MSp:41,MSp,41,5439,-19561,-3505,-3505,5439,49.3,333,254,53,242208
MSp:42,MSp,42,5739,-19261,-2858,-2858,5739,47.4,346,256,47,176589
MSp:43,MSp,43,5295,-19705,-2131,-2131,5295,48.6,346,267,45,169235
MSp:44,MSp,44,4712,-20288,-1610,-1610,4712,49.2,343,259,46,185592
MSp:45,MSp,45,4132,-20868,-1403,-1403,4132,50.1,356,254,47,194836
MSp:46,MSp,46,5762,-19238,-591,-591,5762,49.3,356,256,49,217804
MSp:47,MSp,47,6283,-18717,-318,-318,6283,48.1,358,258,22,20588
MSpa:48,MSpa,48,7170,-17830,-87,-87,7170,46.0,380,256,21,12494
MSpa:49,MSpa,49,6274,-18726,2590,2590,6274,49.0,394,255,22,16104
MSpa:50,MSpa,50,3943,-21057,-2056,-2056,3943,49.3,399,247,40,94485
MSpa:51,MSpa,51,2636,-22364,-2168,-2168,2636,51.1,404,246,44,177762
MSpa:52,MSpa,52,2831,-22169,-5207,-5207,2831,52.0,418,244,48,245897
MSpa:53,MSpa,53,3062,-21938,-6044,-6044,3062,53.0,422,248,49,261293
MSpa:54,MSpa,54,3323,-21677,-6282,-6282,3323,52.0,418,246,50,335596
MSpa:55,MSpa,55,3573,-21427,-5995,-5995,3573,52.0,414,250,51,359134
MSpa:56,MSpa,56,4143,-20857,-6853,-6853,4143,50.0,408,250,51,395459
MSpa:57,MSpa,57,3628,-21372,-8093,-8093,3628,50.0,406,258,51,447629
MSpa:58,MSpa,58,4039,-20961,-9008,-9008,4039,49.8,408,264,51,465755
MSpa:59,MSpa,59,3648,-21352,-8943,-8943,3648,49.1,399,259,50,499084
MSpa:60,MSpa,60,3456,-21544,-6356,-6356,3456,49.6,394,260,45,381325
MSpp:48,MSpp,48,9824,-15176,-208,-208,9824,46.1,344,258,23,18624
MSpp:49,MSpp,49,3432,-21568,-269,-269,3432,51.1,328,253,24,22361
MSpp:50,MSpp,50,6426,-18574,-813,-813,6426,52.4,322,260,38,71317
MSpp:51,MSpp,51,4578,-20422,-4307,-4307,4578,52.1,312,265,42,137809
MSpp:52,MSpp,52,4534,-20466,-4871,-4871,4534,53.9,302,270,46,202507
MSpp:53,MSpp,53,3550,-21450,-7094,-7094,3550,55.0,300,278,49,240317
MSpp:54,MSpp,54,5256,-19744,-6194,-6194,5256,54.0,300,286,50,294666
MSpp:55,MSpp,55,4760,-20240,-7801,-7853,4760,53.0,302,290,51,335448
MSpp:56,MSpp,56,4218,-20782,-6754,-6762,4218,54.0,302,292,51,351215
MSpp:57,MSpp,57,4071,-20929,-7835,-7835,4071,54.0,304,294,51,402203
MSpp:58,MSpp,58,2892,-22108,-10288,-10288,2892,53.0,300,302,49,401658
MSpp:59,MSpp,59,3137,-21863,-9780,-9780,3137,52.2,298,308,48,441115
MSpp:60,MSpp,60,3853,-21147,-8940,-8940,3853,52.3,288,314,45,380546
E:19,E,19,6985,-18015,1001,995,6985,40.4,310,170,30,37130
E:20,E,20,6313,-18687,1234,1234,6313,38.0,286,160,33,47752
E:21,E,21,5387,-19613,-984,-984,5387,35.3,274,153,42,83219
E:22,E,22,5573,-19427,-3122,-3122,5573,36.0,262,154,51,196033
E:23,E,23,5324,-19676,-904,-904,5324,38.0,250,166,52,289876
E:24,E,24,7149,-17851,-2746,-2746,7149,38.0,226,176,53,328849
E:25,E,25,6876,-18124,-6189,-6189,6876,38.0,222,168,55,417850
E:26,E,26,6706,-18294,-5241,-5241,6706,39.0,222,178,58,532902
E:27,E,27,7534,-17466,-5129,-5129,7534,38.0,226,174,57,492751
E:28,E,28,7332,-17668,-3342,-3342,7332,33.8,209,157,58,641285
E:29,E,29,6550,-18450,-717,-717,6550,33.8,214,156,52,488817
E:30,E,30,6082,-18918,649,649,6082,37.6,217,166,49,354941
E:31,E,31,7372,-17628,563,563,7372,36.3,216,178,50,378536
E:32,E,32,6320,-18680,-17,-17,6320,37.1,216,188,24,41429
E:33,E,33,4726,-20274,449,449,4726,40.7,212,170,54,115242
Ea:34,Ea,34,3717,-21283,-321,-321,3717,41.3,246,146,23,18498
Ea:35,Ea,35,3742,-21258,-1060,-1060,3742,43.2,256,141,35,43758
Ea:36,Ea,36,3859,-21141,-3608,-3608,3859,43.0,268,141,47,116708
Ea:37,Ea,37,5936,-19064,-6585,-6585,5936,43.3,284,150,49,187506
Ea:38,Ea,38,5129,-19871,-6510,-6510,5129,45.2,286,140,52,245544
Ea:39,Ea,39,4287,-20713,-5715,-5715,4287,48.0,270,140,53,250458
Ea:40,Ea,40,3370,-21630,-4982,-4982,3370,49.0,276,146,49,225814
Ea:41,Ea,41,4216,-20784,-4459,-4459,4216,50.0,290,150,49,227990
Ea:42,Ea,42,3679,-21321,-2853,-2853,3679,49.8,302,157,45,194070
Ea:43,Ea,43,4148,-20852,-2636,-2636,4148,48.3,300,160,45,199848
